0.04 2000 0.890652242412
0.08 4000 0.902825333473
0.12 6000 0.907131603823
0.16 8000 0.911826488814
0.2 10000 0.913013338935
0.24 12000 0.915870181704
0.28 14000 0.919525259952
0.32 16000 0.919220670098
0.36 18000 0.920827644155
0.4 20000 0.921541854847
0.44 21999 0.92304379792
0.48 23999 0.92496586493
0.52 25999 0.923463921857
0.56 27999 0.925207436194
0.6 30000 0.924787312257
0.64 32000 0.927476105451
0.68 34000 0.927822707699
0.72 36000 0.926593845184
0.76 38000 0.9271505094
0.8 40000 0.927213527991
0.84 42000 0.929345656969
0.88 44000 0.929209116689
0.92 46000 0.930458985401
0.96 48000 0.930038861464
1.0 50000 0.929839302594
